Dataset,Emotion,File
CREMA-D,Sad,1030_WSI_SAD_XX
CREMA-D,Angry,1031_DFA_ANG_XX
CREMA-D,Disgust,1031_DFA_DIS_XX
CREMA-D,Fearful,1031_DFA_FEA_XX
CREMA-D,Happy,1031_DFA_HAP_XX
CREMA-D,Neutral,1031_DFA_NEU_XX
CREMA-D,Sad,1031_DFA_SAD_XX
CREMA-D,Angry,1031_IEO_ANG_HI
CREMA-D,Angry,1031_IEO_ANG_LO
CREMA-D,Angry,1031_IEO_ANG_MD
CREMA-D,Disgust,1031_IEO_DIS_HI
CREMA-D,Disgust,1031_IEO_DIS_LO
CREMA-D,Disgust,1031_IEO_DIS_MD
CREMA-D,Fearful,1031_IEO_FEA_HI
CREMA-D,Fearful,1031_IEO_FEA_LO
CREMA-D,Fearful,1031_IEO_FEA_MD
CREMA-D,Happy,1031_IEO_HAP_HI
CREMA-D,Happy,1031_IEO_HAP_LO
CREMA-D,Happy,1031_IEO_HAP_MD
CREMA-D,Neutral,1031_IEO_NEU_XX
CREMA-D,Sad,1031_IEO_SAD_HI
CREMA-D,Sad,1031_IEO_SAD_LO
CREMA-D,Sad,1031_IEO_SAD_MD
CREMA-D,Angry,1031_IOM_ANG_XX
CREMA-D,Disgust,1031_IOM_DIS_XX
CREMA-D,Fearful,1031_IOM_FEA_XX
CREMA-D,Happy,1031_IOM_HAP_XX
CREMA-D,Neutral,1031_IOM_NEU_XX
CREMA-D,Sad,1031_IOM_SAD_XX
CREMA-D,Angry,1031_ITH_ANG_XX
CREMA-D,Disgust,1031_ITH_DIS_XX
CREMA-D,Fearful,1031_ITH_FEA_XX
CREMA-D,Happy,1031_ITH_HAP_XX
CREMA-D,Neutral,1031_ITH_NEU_XX
CREMA-D,Sad,1031_ITH_SAD_XX
CREMA-D,Angry,1031_ITS_ANG_XX
CREMA-D,Disgust,1031_ITS_DIS_XX
CREMA-D,Fearful,1031_ITS_FEA_XX
CREMA-D,Happy,1031_ITS_HAP_XX
CREMA-D,Neutral,1031_ITS_NEU_XX
CREMA-D,Sad,1031_ITS_SAD_XX
CREMA-D,Angry,1031_IWL_ANG_XX
CREMA-D,Disgust,1031_IWL_DIS_XX
CREMA-D,Fearful,1031_IWL_FEA_XX
CREMA-D,Happy,1031_IWL_HAP_XX
CREMA-D,Neutral,1031_IWL_NEU_XX
CREMA-D,Sad,1031_IWL_SAD_XX
CREMA-D,Angry,1031_IWW_ANG_XX
CREMA-D,Disgust,1031_IWW_DIS_XX
CREMA-D,Fearful,1031_IWW_FEA_XX
CREMA-D,Happy,1031_IWW_HAP_XX
CREMA-D,Neutral,1031_IWW_NEU_XX
CREMA-D,Sad,1031_IWW_SAD_XX
CREMA-D,Angry,1031_MTI_ANG_XX
CREMA-D,Disgust,1031_MTI_DIS_XX
CREMA-D,Fearful,1031_MTI_FEA_XX
CREMA-D,Happy,1031_MTI_HAP_XX
CREMA-D,Neutral,1031_MTI_NEU_XX
CREMA-D,Sad,1031_MTI_SAD_XX
CREMA-D,Angry,1031_TAI_ANG_XX
CREMA-D,Disgust,1031_TAI_DIS_XX
CREMA-D,Fearful,1031_TAI_FEA_XX
CREMA-D,Happy,1031_TAI_HAP_XX
CREMA-D,Neutral,1031_TAI_NEU_XX
CREMA-D,Sad,1031_TAI_SAD_XX
CREMA-D,Angry,1031_TIE_ANG_XX
CREMA-D,Disgust,1031_TIE_DIS_XX
CREMA-D,Fearful,1031_TIE_FEA_XX
CREMA-D,Happy,1031_TIE_HAP_XX
CREMA-D,Neutral,1031_TIE_NEU_XX
CREMA-D,Sad,1031_TIE_SAD_XX
CREMA-D,Angry,1031_TSI_ANG_XX
CREMA-D,Disgust,1031_TSI_DIS_XX
CREMA-D,Fearful,1031_TSI_FEA_XX
CREMA-D,Happy,1031_TSI_HAP_XX
CREMA-D,Neutral,1031_TSI_NEU_XX
CREMA-D,Sad,1031_TSI_SAD_XX
CREMA-D,Angry,1031_WSI_ANG_XX
CREMA-D,Disgust,1031_WSI_DIS_XX
CREMA-D,Fearful,1031_WSI_FEA_XX
CREMA-D,Happy,1031_WSI_HAP_XX
CREMA-D,Neutral,1031_WSI_NEU_XX
CREMA-D,Sad,1031_WSI_SAD_XX
CREMA-D,Angry,1032_DFA_ANG_XX
CREMA-D,Disgust,1032_DFA_DIS_XX
CREMA-D,Fearful,1032_DFA_FEA_XX
CREMA-D,Happy,1032_DFA_HAP_XX
CREMA-D,Neutral,1032_DFA_NEU_XX
CREMA-D,Sad,1032_DFA_SAD_XX
CREMA-D,Angry,1032_IEO_ANG_HI
CREMA-D,Angry,1032_IEO_ANG_LO
CREMA-D,Angry,1032_IEO_ANG_MD
CREMA-D,Disgust,1032_IEO_DIS_HI
CREMA-D,Disgust,1032_IEO_DIS_LO
CREMA-D,Disgust,1032_IEO_DIS_MD
CREMA-D,Fearful,1032_IEO_FEA_HI
CREMA-D,Fearful,1032_IEO_FEA_LO
CREMA-D,Fearful,1032_IEO_FEA_MD
CREMA-D,Happy,1032_IEO_HAP_HI
CREMA-D,Happy,1032_IEO_HAP_LO
CREMA-D,Happy,1032_IEO_HAP_MD
CREMA-D,Neutral,1032_IEO_NEU_XX
CREMA-D,Sad,1032_IEO_SAD_HI
CREMA-D,Sad,1032_IEO_SAD_LO
CREMA-D,Sad,1032_IEO_SAD_MD
CREMA-D,Angry,1032_IOM_ANG_XX
CREMA-D,Disgust,1032_IOM_DIS_XX
CREMA-D,Fearful,1032_IOM_FEA_XX
CREMA-D,Happy,1032_IOM_HAP_XX
CREMA-D,Neutral,1032_IOM_NEU_XX
CREMA-D,Sad,1032_IOM_SAD_XX
CREMA-D,Angry,1032_ITH_ANG_XX
CREMA-D,Disgust,1032_ITH_DIS_XX
CREMA-D,Fearful,1032_ITH_FEA_XX
CREMA-D,Happy,1032_ITH_HAP_XX
CREMA-D,Neutral,1032_ITH_NEU_XX
CREMA-D,Sad,1032_ITH_SAD_XX
CREMA-D,Angry,1032_ITS_ANG_XX
CREMA-D,Disgust,1032_ITS_DIS_XX
CREMA-D,Fearful,1032_ITS_FEA_XX
CREMA-D,Happy,1032_ITS_HAP_XX
CREMA-D,Neutral,1032_ITS_NEU_XX
CREMA-D,Sad,1032_ITS_SAD_XX
CREMA-D,Angry,1032_IWL_ANG_XX
CREMA-D,Disgust,1032_IWL_DIS_XX
CREMA-D,Fearful,1032_IWL_FEA_XX
CREMA-D,Happy,1032_IWL_HAP_XX
CREMA-D,Neutral,1032_IWL_NEU_XX
CREMA-D,Sad,1032_IWL_SAD_XX
CREMA-D,Angry,1032_IWW_ANG_XX
CREMA-D,Disgust,1032_IWW_DIS_XX
CREMA-D,Fearful,1032_IWW_FEA_XX
CREMA-D,Happy,1032_IWW_HAP_XX
CREMA-D,Neutral,1032_IWW_NEU_XX
CREMA-D,Sad,1032_IWW_SAD_XX
CREMA-D,Angry,1032_MTI_ANG_XX
CREMA-D,Disgust,1032_MTI_DIS_XX
CREMA-D,Fearful,1032_MTI_FEA_XX
CREMA-D,Happy,1032_MTI_HAP_XX
CREMA-D,Neutral,1032_MTI_NEU_XX
CREMA-D,Sad,1032_MTI_SAD_XX
CREMA-D,Angry,1032_TAI_ANG_XX
CREMA-D,Disgust,1032_TAI_DIS_XX
CREMA-D,Fearful,1032_TAI_FEA_XX
CREMA-D,Happy,1032_TAI_HAP_XX
CREMA-D,Neutral,1032_TAI_NEU_XX
CREMA-D,Sad,1032_TAI_SAD_XX
CREMA-D,Angry,1032_TIE_ANG_XX
CREMA-D,Disgust,1032_TIE_DIS_XX
CREMA-D,Fearful,1032_TIE_FEA_XX
CREMA-D,Happy,1032_TIE_HAP_XX
CREMA-D,Neutral,1032_TIE_NEU_XX
CREMA-D,Sad,1032_TIE_SAD_XX
CREMA-D,Angry,1032_TSI_ANG_XX
CREMA-D,Disgust,1032_TSI_DIS_XX
CREMA-D,Fearful,1032_TSI_FEA_XX
CREMA-D,Happy,1032_TSI_HAP_XX
CREMA-D,Neutral,1032_TSI_NEU_XX
CREMA-D,Sad,1032_TSI_SAD_XX
CREMA-D,Angry,1032_WSI_ANG_XX
CREMA-D,Disgust,1032_WSI_DIS_XX
CREMA-D,Fearful,1032_WSI_FEA_XX
CREMA-D,Happy,1032_WSI_HAP_XX
CREMA-D,Neutral,1032_WSI_NEU_XX
CREMA-D,Sad,1032_WSI_SAD_XX
CREMA-D,Angry,1033_DFA_ANG_XX
CREMA-D,Disgust,1033_DFA_DIS_XX
CREMA-D,Fearful,1033_DFA_FEA_XX
CREMA-D,Happy,1033_DFA_HAP_XX
CREMA-D,Neutral,1033_DFA_NEU_XX
CREMA-D,Sad,1033_DFA_SAD_XX
CREMA-D,Angry,1033_IEO_ANG_HI
CREMA-D,Angry,1033_IEO_ANG_LO
CREMA-D,Angry,1033_IEO_ANG_MD
CREMA-D,Disgust,1033_IEO_DIS_HI
CREMA-D,Disgust,1033_IEO_DIS_LO
CREMA-D,Disgust,1033_IEO_DIS_MD
CREMA-D,Fearful,1033_IEO_FEA_HI
CREMA-D,Fearful,1033_IEO_FEA_LO
CREMA-D,Fearful,1033_IEO_FEA_MD
CREMA-D,Happy,1033_IEO_HAP_HI
CREMA-D,Happy,1033_IEO_HAP_LO
CREMA-D,Happy,1033_IEO_HAP_MD
CREMA-D,Neutral,1033_IEO_NEU_XX
CREMA-D,Sad,1033_IEO_SAD_HI
CREMA-D,Sad,1033_IEO_SAD_LO
CREMA-D,Sad,1033_IEO_SAD_MD
CREMA-D,Angry,1033_IOM_ANG_XX
CREMA-D,Disgust,1033_IOM_DIS_XX
CREMA-D,Fearful,1033_IOM_FEA_XX
CREMA-D,Happy,1033_IOM_HAP_XX
CREMA-D,Neutral,1033_IOM_NEU_XX
CREMA-D,Sad,1033_IOM_SAD_XX
CREMA-D,Angry,1033_ITH_ANG_XX
CREMA-D,Disgust,1033_ITH_DIS_XX
CREMA-D,Fearful,1033_ITH_FEA_XX
CREMA-D,Happy,1033_ITH_HAP_XX
CREMA-D,Neutral,1033_ITH_NEU_XX
CREMA-D,Sad,1033_ITH_SAD_XX
CREMA-D,Angry,1033_ITS_ANG_XX
CREMA-D,Disgust,1033_ITS_DIS_XX
CREMA-D,Fearful,1033_ITS_FEA_XX
CREMA-D,Happy,1033_ITS_HAP_XX
CREMA-D,Neutral,1033_ITS_NEU_XX
CREMA-D,Sad,1033_ITS_SAD_XX
CREMA-D,Angry,1033_IWL_ANG_XX
CREMA-D,Disgust,1033_IWL_DIS_XX
CREMA-D,Fearful,1033_IWL_FEA_XX
CREMA-D,Happy,1033_IWL_HAP_XX
CREMA-D,Neutral,1033_IWL_NEU_XX
CREMA-D,Sad,1033_IWL_SAD_XX
CREMA-D,Angry,1033_IWW_ANG_XX
CREMA-D,Disgust,1033_IWW_DIS_XX
CREMA-D,Fearful,1033_IWW_FEA_XX
CREMA-D,Happy,1033_IWW_HAP_XX
CREMA-D,Neutral,1033_IWW_NEU_XX
CREMA-D,Sad,1033_IWW_SAD_XX
CREMA-D,Angry,1033_MTI_ANG_XX
CREMA-D,Disgust,1033_MTI_DIS_XX
CREMA-D,Fearful,1033_MTI_FEA_XX
CREMA-D,Happy,1033_MTI_HAP_XX
CREMA-D,Neutral,1033_MTI_NEU_XX
CREMA-D,Sad,1033_MTI_SAD_XX
CREMA-D,Angry,1033_TAI_ANG_XX
CREMA-D,Disgust,1033_TAI_DIS_XX
CREMA-D,Fearful,1033_TAI_FEA_XX
CREMA-D,Happy,1033_TAI_HAP_XX
CREMA-D,Neutral,1033_TAI_NEU_XX
CREMA-D,Sad,1033_TAI_SAD_XX
CREMA-D,Angry,1033_TIE_ANG_XX
CREMA-D,Disgust,1033_TIE_DIS_XX
CREMA-D,Fearful,1033_TIE_FEA_XX
CREMA-D,Happy,1033_TIE_HAP_XX
CREMA-D,Neutral,1033_TIE_NEU_XX
CREMA-D,Sad,1033_TIE_SAD_XX
CREMA-D,Angry,1033_TSI_ANG_XX
CREMA-D,Disgust,1033_TSI_DIS_XX
CREMA-D,Fearful,1033_TSI_FEA_XX
CREMA-D,Happy,1033_TSI_HAP_XX
CREMA-D,Neutral,1033_TSI_NEU_XX
CREMA-D,Sad,1033_TSI_SAD_XX
CREMA-D,Angry,1033_WSI_ANG_XX
CREMA-D,Disgust,1033_WSI_DIS_XX
CREMA-D,Fearful,1033_WSI_FEA_XX
CREMA-D,Happy,1033_WSI_HAP_XX
CREMA-D,Neutral,1033_WSI_NEU_XX
CREMA-D,Sad,1033_WSI_SAD_XX
CREMA-D,Angry,1034_DFA_ANG_XX
CREMA-D,Disgust,1034_DFA_DIS_XX
CREMA-D,Fearful,1034_DFA_FEA_XX
CREMA-D,Happy,1034_DFA_HAP_XX
CREMA-D,Neutral,1034_DFA_NEU_XX
CREMA-D,Sad,1034_DFA_SAD_XX
CREMA-D,Angry,1034_IEO_ANG_HI
CREMA-D,Angry,1034_IEO_ANG_LO
CREMA-D,Angry,1034_IEO_ANG_MD
CREMA-D,Disgust,1034_IEO_DIS_HI
CREMA-D,Disgust,1034_IEO_DIS_LO
CREMA-D,Disgust,1034_IEO_DIS_MD
CREMA-D,Fearful,1034_IEO_FEA_HI
CREMA-D,Fearful,1034_IEO_FEA_LO
CREMA-D,Fearful,1034_IEO_FEA_MD
CREMA-D,Happy,1034_IEO_HAP_HI
CREMA-D,Happy,1034_IEO_HAP_LO
CREMA-D,Happy,1034_IEO_HAP_MD
CREMA-D,Neutral,1034_IEO_NEU_XX
CREMA-D,Sad,1034_IEO_SAD_HI
CREMA-D,Sad,1034_IEO_SAD_LO
CREMA-D,Sad,1034_IEO_SAD_MD
CREMA-D,Angry,1034_IOM_ANG_XX
CREMA-D,Disgust,1034_IOM_DIS_XX
CREMA-D,Fearful,1034_IOM_FEA_XX
CREMA-D,Happy,1034_IOM_HAP_XX
CREMA-D,Neutral,1034_IOM_NEU_XX
CREMA-D,Sad,1034_IOM_SAD_XX
CREMA-D,Angry,1034_ITH_ANG_XX
CREMA-D,Disgust,1034_ITH_DIS_XX
CREMA-D,Fearful,1034_ITH_FEA_XX
CREMA-D,Happy,1034_ITH_HAP_XX
CREMA-D,Neutral,1034_ITH_NEU_XX
CREMA-D,Sad,1034_ITH_SAD_XX
CREMA-D,Angry,1034_ITS_ANG_XX
CREMA-D,Disgust,1034_ITS_DIS_XX
CREMA-D,Fearful,1034_ITS_FEA_XX
CREMA-D,Happy,1034_ITS_HAP_XX
CREMA-D,Neutral,1034_ITS_NEU_XX
CREMA-D,Sad,1034_ITS_SAD_XX
CREMA-D,Angry,1034_IWL_ANG_XX
CREMA-D,Disgust,1034_IWL_DIS_XX
CREMA-D,Fearful,1034_IWL_FEA_XX
CREMA-D,Happy,1034_IWL_HAP_XX
CREMA-D,Neutral,1034_IWL_NEU_XX
CREMA-D,Sad,1034_IWL_SAD_XX
CREMA-D,Angry,1034_IWW_ANG_XX
CREMA-D,Disgust,1034_IWW_DIS_XX
CREMA-D,Fearful,1034_IWW_FEA_XX
CREMA-D,Happy,1034_IWW_HAP_XX
CREMA-D,Neutral,1034_IWW_NEU_XX
CREMA-D,Sad,1034_IWW_SAD_XX
CREMA-D,Angry,1034_MTI_ANG_XX
CREMA-D,Disgust,1034_MTI_DIS_XX
CREMA-D,Fearful,1034_MTI_FEA_XX
CREMA-D,Happy,1034_MTI_HAP_XX
CREMA-D,Neutral,1034_MTI_NEU_XX
CREMA-D,Sad,1034_MTI_SAD_XX
CREMA-D,Angry,1034_TAI_ANG_XX
CREMA-D,Disgust,1034_TAI_DIS_XX
CREMA-D,Fearful,1034_TAI_FEA_XX
CREMA-D,Happy,1034_TAI_HAP_XX
CREMA-D,Neutral,1034_TAI_NEU_XX
CREMA-D,Sad,1034_TAI_SAD_XX
CREMA-D,Angry,1034_TIE_ANG_XX
CREMA-D,Disgust,1034_TIE_DIS_XX
CREMA-D,Fearful,1034_TIE_FEA_XX
CREMA-D,Happy,1034_TIE_HAP_XX
CREMA-D,Neutral,1034_TIE_NEU_XX
CREMA-D,Sad,1034_TIE_SAD_XX
CREMA-D,Angry,1034_TSI_ANG_XX
CREMA-D,Disgust,1034_TSI_DIS_XX
CREMA-D,Fearful,1034_TSI_FEA_XX
CREMA-D,Happy,1034_TSI_HAP_XX
CREMA-D,Neutral,1034_TSI_NEU_XX
CREMA-D,Sad,1034_TSI_SAD_XX
CREMA-D,Angry,1034_WSI_ANG_XX
CREMA-D,Disgust,1034_WSI_DIS_XX
CREMA-D,Fearful,1034_WSI_FEA_XX
CREMA-D,Happy,1034_WSI_HAP_XX
CREMA-D,Neutral,1034_WSI_NEU_XX
CREMA-D,Sad,1034_WSI_SAD_XX
CREMA-D,Angry,1035_DFA_ANG_XX
CREMA-D,Disgust,1035_DFA_DIS_XX
CREMA-D,Fearful,1035_DFA_FEA_XX
CREMA-D,Happy,1035_DFA_HAP_XX
CREMA-D,Neutral,1035_DFA_NEU_XX
CREMA-D,Sad,1035_DFA_SAD_XX
CREMA-D,Angry,1035_IEO_ANG_HI
CREMA-D,Angry,1035_IEO_ANG_LO
CREMA-D,Angry,1035_IEO_ANG_MD
CREMA-D,Disgust,1035_IEO_DIS_HI
CREMA-D,Disgust,1035_IEO_DIS_LO
CREMA-D,Disgust,1035_IEO_DIS_MD
CREMA-D,Fearful,1035_IEO_FEA_HI
CREMA-D,Fearful,1035_IEO_FEA_LO
CREMA-D,Fearful,1035_IEO_FEA_MD
CREMA-D,Happy,1035_IEO_HAP_HI
CREMA-D,Happy,1035_IEO_HAP_LO
CREMA-D,Happy,1035_IEO_HAP_MD
CREMA-D,Neutral,1035_IEO_NEU_XX
CREMA-D,Sad,1035_IEO_SAD_HI
CREMA-D,Sad,1035_IEO_SAD_LO
CREMA-D,Sad,1035_IEO_SAD_MD
CREMA-D,Angry,1035_IOM_ANG_XX
CREMA-D,Disgust,1035_IOM_DIS_XX
CREMA-D,Fearful,1035_IOM_FEA_XX
CREMA-D,Happy,1035_IOM_HAP_XX
CREMA-D,Neutral,1035_IOM_NEU_XX
CREMA-D,Sad,1035_IOM_SAD_XX
CREMA-D,Angry,1035_ITH_ANG_XX
CREMA-D,Disgust,1035_ITH_DIS_XX
CREMA-D,Fearful,1035_ITH_FEA_XX
CREMA-D,Happy,1035_ITH_HAP_XX
CREMA-D,Neutral,1035_ITH_NEU_XX
CREMA-D,Sad,1035_ITH_SAD_XX
CREMA-D,Angry,1035_ITS_ANG_XX
CREMA-D,Disgust,1035_ITS_DIS_XX
CREMA-D,Fearful,1035_ITS_FEA_XX
CREMA-D,Happy,1035_ITS_HAP_XX
CREMA-D,Neutral,1035_ITS_NEU_XX
CREMA-D,Sad,1035_ITS_SAD_XX
CREMA-D,Angry,1035_IWL_ANG_XX
CREMA-D,Disgust,1035_IWL_DIS_XX
CREMA-D,Fearful,1035_IWL_FEA_XX
CREMA-D,Happy,1035_IWL_HAP_XX
CREMA-D,Neutral,1035_IWL_NEU_XX
CREMA-D,Sad,1035_IWL_SAD_XX
CREMA-D,Angry,1035_IWW_ANG_XX
CREMA-D,Disgust,1035_IWW_DIS_XX
CREMA-D,Fearful,1035_IWW_FEA_XX
CREMA-D,Happy,1035_IWW_HAP_XX
CREMA-D,Neutral,1035_IWW_NEU_XX
CREMA-D,Sad,1035_IWW_SAD_XX
CREMA-D,Angry,1035_MTI_ANG_XX
CREMA-D,Disgust,1035_MTI_DIS_XX
CREMA-D,Fearful,1035_MTI_FEA_XX
CREMA-D,Happy,1035_MTI_HAP_XX
CREMA-D,Neutral,1035_MTI_NEU_XX
CREMA-D,Sad,1035_MTI_SAD_XX
CREMA-D,Angry,1035_TAI_ANG_XX
CREMA-D,Disgust,1035_TAI_DIS_XX
CREMA-D,Fearful,1035_TAI_FEA_XX
CREMA-D,Happy,1035_TAI_HAP_XX
CREMA-D,Neutral,1035_TAI_NEU_XX
CREMA-D,Sad,1035_TAI_SAD_XX
CREMA-D,Angry,1035_TIE_ANG_XX
CREMA-D,Disgust,1035_TIE_DIS_XX
CREMA-D,Fearful,1035_TIE_FEA_XX
CREMA-D,Happy,1035_TIE_HAP_XX
CREMA-D,Neutral,1035_TIE_NEU_XX
CREMA-D,Sad,1035_TIE_SAD_XX
CREMA-D,Angry,1035_TSI_ANG_XX
CREMA-D,Disgust,1035_TSI_DIS_XX
CREMA-D,Fearful,1035_TSI_FEA_XX
CREMA-D,Happy,1035_TSI_HAP_XX
CREMA-D,Neutral,1035_TSI_NEU_XX
CREMA-D,Sad,1035_TSI_SAD_XX
CREMA-D,Angry,1035_WSI_ANG_XX
CREMA-D,Disgust,1035_WSI_DIS_XX
CREMA-D,Fearful,1035_WSI_FEA_XX
CREMA-D,Happy,1035_WSI_HAP_XX
CREMA-D,Neutral,1035_WSI_NEU_XX
CREMA-D,Sad,1035_WSI_SAD_XX
CREMA-D,Angry,1036_DFA_ANG_XX
CREMA-D,Disgust,1036_DFA_DIS_XX
CREMA-D,Fearful,1036_DFA_FEA_XX
CREMA-D,Happy,1036_DFA_HAP_XX
CREMA-D,Neutral,1036_DFA_NEU_XX
CREMA-D,Sad,1036_DFA_SAD_XX
CREMA-D,Angry,1036_IEO_ANG_HI
CREMA-D,Angry,1036_IEO_ANG_LO
CREMA-D,Angry,1036_IEO_ANG_MD
CREMA-D,Disgust,1036_IEO_DIS_HI
CREMA-D,Disgust,1036_IEO_DIS_LO
CREMA-D,Disgust,1036_IEO_DIS_MD
CREMA-D,Fearful,1036_IEO_FEA_HI
CREMA-D,Fearful,1036_IEO_FEA_LO
CREMA-D,Fearful,1036_IEO_FEA_MD
CREMA-D,Happy,1036_IEO_HAP_HI
CREMA-D,Happy,1036_IEO_HAP_LO
CREMA-D,Happy,1036_IEO_HAP_MD
CREMA-D,Neutral,1036_IEO_NEU_XX
CREMA-D,Sad,1036_IEO_SAD_HI
CREMA-D,Sad,1036_IEO_SAD_LO
CREMA-D,Sad,1036_IEO_SAD_MD
CREMA-D,Angry,1036_IOM_ANG_XX
CREMA-D,Disgust,1036_IOM_DIS_XX
CREMA-D,Fearful,1036_IOM_FEA_XX
CREMA-D,Happy,1036_IOM_HAP_XX
CREMA-D,Neutral,1036_IOM_NEU_XX
CREMA-D,Sad,1036_IOM_SAD_XX
CREMA-D,Angry,1036_ITH_ANG_XX
CREMA-D,Disgust,1036_ITH_DIS_XX
CREMA-D,Fearful,1036_ITH_FEA_XX
CREMA-D,Happy,1036_ITH_HAP_XX
CREMA-D,Neutral,1036_ITH_NEU_XX
CREMA-D,Sad,1036_ITH_SAD_XX
CREMA-D,Angry,1036_ITS_ANG_XX
CREMA-D,Disgust,1036_ITS_DIS_XX
CREMA-D,Fearful,1036_ITS_FEA_XX
CREMA-D,Happy,1036_ITS_HAP_XX
CREMA-D,Neutral,1036_ITS_NEU_XX
CREMA-D,Sad,1036_ITS_SAD_XX
CREMA-D,Angry,1036_IWL_ANG_XX
CREMA-D,Disgust,1036_IWL_DIS_XX
CREMA-D,Fearful,1036_IWL_FEA_XX
CREMA-D,Happy,1036_IWL_HAP_XX
CREMA-D,Neutral,1036_IWL_NEU_XX
CREMA-D,Sad,1036_IWL_SAD_XX
CREMA-D,Angry,1036_IWW_ANG_XX
CREMA-D,Disgust,1036_IWW_DIS_XX
CREMA-D,Fearful,1036_IWW_FEA_XX
CREMA-D,Happy,1036_IWW_HAP_XX
CREMA-D,Neutral,1036_IWW_NEU_XX
CREMA-D,Sad,1036_IWW_SAD_XX
CREMA-D,Angry,1036_MTI_ANG_XX
CREMA-D,Disgust,1036_MTI_DIS_XX
CREMA-D,Fearful,1036_MTI_FEA_XX
CREMA-D,Happy,1036_MTI_HAP_XX
CREMA-D,Neutral,1036_MTI_NEU_XX
CREMA-D,Sad,1036_MTI_SAD_XX
CREMA-D,Angry,1036_TAI_ANG_XX
CREMA-D,Disgust,1036_TAI_DIS_XX
CREMA-D,Fearful,1036_TAI_FEA_XX
CREMA-D,Happy,1036_TAI_HAP_XX
CREMA-D,Neutral,1036_TAI_NEU_XX
CREMA-D,Sad,1036_TAI_SAD_XX
CREMA-D,Angry,1036_TIE_ANG_XX
CREMA-D,Disgust,1036_TIE_DIS_XX
CREMA-D,Fearful,1036_TIE_FEA_XX
CREMA-D,Happy,1036_TIE_HAP_XX
CREMA-D,Neutral,1036_TIE_NEU_XX
CREMA-D,Sad,1036_TIE_SAD_XX
CREMA-D,Angry,1036_TSI_ANG_XX
CREMA-D,Disgust,1036_TSI_DIS_XX
CREMA-D,Fearful,1036_TSI_FEA_XX
CREMA-D,Happy,1036_TSI_HAP_XX
CREMA-D,Neutral,1036_TSI_NEU_XX
CREMA-D,Sad,1036_TSI_SAD_XX
CREMA-D,Angry,1036_WSI_ANG_XX
CREMA-D,Disgust,1036_WSI_DIS_XX
CREMA-D,Fearful,1036_WSI_FEA_XX
CREMA-D,Happy,1036_WSI_HAP_XX
CREMA-D,Neutral,1036_WSI_NEU_XX
CREMA-D,Sad,1036_WSI_SAD_XX
CREMA-D,Angry,1037_DFA_ANG_XX
CREMA-D,Disgust,1037_DFA_DIS_XX
CREMA-D,Fearful,1037_DFA_FEA_XX
CREMA-D,Happy,1037_DFA_HAP_XX
CREMA-D,Neutral,1037_DFA_NEU_XX
CREMA-D,Sad,1037_DFA_SAD_XX
CREMA-D,Angry,1037_IEO_ANG_HI
CREMA-D,Angry,1037_IEO_ANG_LO
CREMA-D,Angry,1037_IEO_ANG_MD
CREMA-D,Disgust,1037_IEO_DIS_HI
CREMA-D,Disgust,1037_IEO_DIS_LO
CREMA-D,Disgust,1037_IEO_DIS_MD
CREMA-D,Fearful,1037_IEO_FEA_HI
CREMA-D,Fearful,1037_IEO_FEA_LO
CREMA-D,Fearful,1037_IEO_FEA_MD
CREMA-D,Happy,1037_IEO_HAP_HI
CREMA-D,Happy,1037_IEO_HAP_LO
CREMA-D,Happy,1037_IEO_HAP_MD
CREMA-D,Neutral,1037_IEO_NEU_XX
CREMA-D,Sad,1037_IEO_SAD_HI
CREMA-D,Sad,1037_IEO_SAD_LO
CREMA-D,Sad,1037_IEO_SAD_MD
CREMA-D,Angry,1037_IOM_ANG_XX
CREMA-D,Disgust,1037_IOM_DIS_XX
CREMA-D,Fearful,1037_IOM_FEA_XX
CREMA-D,Happy,1037_IOM_HAP_XX
CREMA-D,Neutral,1037_IOM_NEU_XX
CREMA-D,Sad,1037_IOM_SAD_XX
CREMA-D,Angry,1037_ITH_ANG_XX
CREMA-D,Disgust,1037_ITH_DIS_XX
CREMA-D,Fearful,1037_ITH_FEA_XX
CREMA-D,Happy,1037_ITH_HAP_XX
CREMA-D,Neutral,1037_ITH_NEU_XX
CREMA-D,Sad,1037_ITH_SAD_XX
CREMA-D,Angry,1037_ITS_ANG_XX
CREMA-D,Disgust,1037_ITS_DIS_XX
CREMA-D,Fearful,1037_ITS_FEA_XX
CREMA-D,Happy,1037_ITS_HAP_XX
CREMA-D,Neutral,1037_ITS_NEU_XX
CREMA-D,Sad,1037_ITS_SAD_XX
CREMA-D,Angry,1037_IWL_ANG_XX
CREMA-D,Disgust,1037_IWL_DIS_XX
CREMA-D,Fearful,1037_IWL_FEA_XX
CREMA-D,Happy,1037_IWL_HAP_XX
CREMA-D,Neutral,1037_IWL_NEU_XX
CREMA-D,Sad,1037_IWL_SAD_XX
CREMA-D,Angry,1037_IWW_ANG_XX
CREMA-D,Disgust,1037_IWW_DIS_XX
CREMA-D,Fearful,1037_IWW_FEA_XX
CREMA-D,Happy,1037_IWW_HAP_XX
CREMA-D,Neutral,1037_IWW_NEU_XX
CREMA-D,Sad,1037_IWW_SAD_XX
CREMA-D,Angry,1037_MTI_ANG_XX
CREMA-D,Disgust,1037_MTI_DIS_XX
CREMA-D,Fearful,1037_MTI_FEA_XX
